Name	Age	Nationality	Club	Value	Wage
S. Dahlström	21.0	Finland	HJK Helsinki	170000.0	1000.0
M. Isaza	23.0	Colombia	Atlético Huila	150000.0	1000.0
J. Barrett	18.0	England	Huddersfield Town	190000.0	2000.0
H. Spratt	18.0	England	Huddersfield Town	160000.0	2000.0
J. De Smet	19.0	Belgium	KV Kortrijk	160000.0	1000.0
K. Sheppard	24.0	England	Newcastle Jets	475000.0	1000.0
M. Juárez	21.0	Argentina	Club Atlético Huracán	150000.0	2000.0
R. Senhadji	21.0		FC Sochaux-Montbéliard	160000.0	1000.0
F. Navarro	18.0	Argentina	Club Atlético Talleres	1800000.0	1000.0
	26.0	Republic of Ireland	Bray Wanderers	110000.0	1000.0
M. Ranmark	22.0	Norway	Molde FK	110000.0	1000.0
K. Flanagan	18.0	Republic of Ireland	Crystal Palace	210000.0	3000.0
H. Yalçıntekin	20.0	Turkey	Alanyaspor	180000.0	2000.0
J. Rondeel	23.0	Netherlands		100000.0	1000.0
A. Al Qahtani	19.0	Saudi Arabia	Al Qadisiyah	550000.0	1000.0
M. Djitté	18.0	Senegal	FC Sion	220000.0	2000.0
Lu Yao	25.0	China PR	Henan Jianye FC	110000.0	2000.0
J. Montgomery	24.0	England	Forest Green Rovers		1000.0
T. Bakinson	19.0	England	Newport County	220000.0	3000.0
M. Lenes	22.0	Norway	Ranheim Fotball		1000.0
J. Jiménez	20.0	Colombia	Rionegro Águilas	375000.0	1000.0
Yan Peng	23.0	China PR	Dalian YiFang FC	150000.0	2000.0
J. Oswell	25.0	England	Morecambe	130000.0	2000.0
I. Domínguez	18.0	Mexico	U.N.A.M.	190000.0	1000.0
J. Debrah	18.0	England	Millwall	160000.0	1000.0
R. Bennett	27.0	England	Carlisle United	3200000.0	2000.0
L. Coordes	19.0	Germany		220000.0	1000.0
B. Avramovic		Serbia	Wolfsberger AC	140000.0	1000.0
O. Younger	18.0	England	Burnley	160000.0	3000.0
I. Jönsson	19.0	Sweden	Trelleborgs FF	140000.0	1000.0
R. Musaba	17.0	Netherlands	Vitesse	160000.0	1000.0
J. Requena	19.0	Argentina	Newell's Old Boys	220000.0	1000.0
C. Kenna	33.0	Republic of Ireland	Bray Wanderers	40000.0	1000.0
Altamirano	21.0	Spain	Real Betis	230000.0	2000.0
N. Amamoo	20.0	Germany	Karlsruher SC	180000.0	
S. Graham	17.0	England	Oldham Athletic	210000.0	1000.0
Choi Young Eun	22.0	Korea Republic	Daegu FC	120000.0	1000.0
L. Bilboe	20.0	England	Rotherham United		2000.0
C. Velásquez	20.0	Colombia	Envigado FC	230000.0	1000.0
A. Semenyo	18.0	England	Newport County	220000.0	3000.0
M. Dembélé	19.0	France	FC Red Bull Salzburg	24000000.0	2000.0
L. White	19.0	England	Millwall	190000.0	1000.0
N. Leemhuis	20.0	Netherlands	Heracles Almelo	150000.0	1000.0
P. Boevink	20.0	Netherlands	FC Groningen	160000.0	1000.0
C. Whelan	20.0	Republic of Ireland	Crewe Alexandra		2000.0
T. Dele-Bashiru		England	Manchester City	210000.0	6000.0
R. Rosenqvist	21.0	Sweden	IF Elfsborg	130000.0	1000.0
D. Genreau			PEC Zwolle	220000.0	1000.0
J. Tabinas	19.0	Philippines	Kawasaki Frontale	150000.0	1000.0
J. Hope	20.0	Australia	Melbourne Victory	170000.0	1000.0
R. Takahashi	24.0	Japan	Shonan Bellmare	120000.0	1000.0
P. Harant	19.0	Germany	1. FC Magdeburg	160000.0	1000.0
M. Trejo	19.0	Mexico	Monarcas Morelia	170000.0	1000.0
R. Henry	34.0	England		1100000.0	
J. Chávez	21.0	Mexico	Monarcas Morelia	170000.0	1000.0
L. Brüggemeier	20.0	Germany	SC Paderborn 07	120000.0	1000.0
M. Al Haeti	22.0	Saudi Arabia	Ettifaq FC	120000.0	2000.0
N. Djouahra	18.0	France	Real Sociedad	210000.0	2000.0
A. Hartigan	18.0	England	AFC Wimbledon	210000.0	1000.0
	20.0	France	FC Sochaux-Montbéliard	230000.0	1000.0
	16.0	Norway	Odds BK	550000.0	1000.0
M. Lacroix	18.0	France	FC Sochaux-Montbéliard	190000.0	1000.0
Y. Khormi	20.0	Saudi Arabia	Al Taawoun	200000.0	2000.0
F. Moreno		Mexico	Club León	170000.0	
A. Campion	28.0	France	St. Patrick's Athletic	110000.0	1000.0
	21.0		Girona FC	190000.0	3000.0
J. Mahon		Republic of Ireland	Sligo Rovers	190000.0	
O. Yaman	18.0	Turkey	Sivasspor	230000.0	1000.0
A. Simpson	19.0	England	Gillingham	130000.0	1000.0
Li Yingjian	27.0	China PR	Guizhou Hengfeng FC	110000.0	2000.0
U. Yazğılı	19.0	Turkey	Kasimpaşa SK	160000.0	1000.0
F. Kelleher	22.0	Republic of Ireland	Macclesfield Town	130000.0	1000.0
O. Krusnell	19.0	Sweden		160000.0	1000.0
Y. Otto	19.0	Germany	Eintracht Braunschweig	200000.0	1000.0
B. Fleming	18.0	England	Hull City	190000.0	2000.0
L. Bürger	18.0	Germany	Eintracht Braunschweig	190000.0	1000.0
Sun Le	28.0	China PR	Shanghai SIPG FC		2000.0
A. Bass	20.0	England	Portsmouth	160000.0	1000.0
Y. Dieudonne	21.0		Odense Boldklub	160000.0	2000.0
J. Graham	20.0	England	Mansfield Town	850000.0	2000.0
A. Wolniewicz	25.0	Poland	Górnik Zabrze	110000.0	1000.0
D. Lavercombe	21.0	England	Wigan Athletic	130000.0	3000.0
S. Osorio	21.0	Colombia	Alianza Petrolera	230000.0	1000.0
B. Cam	18.0	Chile	Unión Española	170000.0	
R. Donelon	22.0	Republic of Ireland	Sligo Rovers	150000.0	1000.0
C. Fogacci	21.0	France	GFC Ajaccio	110000.0	1000.0
C. Fermina	18.0	Netherlands		220000.0	1000.0
T. Vancooten	20.0	Guyana	Stevenage	180000.0	1000.0
R. El Hankouri	17.0	Netherlands		210000.0	1000.0
R. Suzuki	24.0	Japan	Gamba Osaka	100000.0	1000.0
O. Özdemir	20.0	Turkey	Le Havre AC		
R. Cretaro	36.0	Republic of Ireland	Sligo Rovers	40000.0	1000.0
M. Halstead	27.0	England	Morecambe	80000.0	1000.0
R. Schofield	18.0	England	Huddersfield Town		1000.0
S. Härtel	19.0	Germany	FC Erzgebirge Aue	170000.0	1000.0
T. Trueba	22.0	Mexico	Puebla FC	130000.0	1000.0
A. Obaid		Saudi Arabia	Al Batin	160000.0	2000.0
A. Coote	20.0		Brentford	230000.0	4000.0
R. Solan	20.0	Saudi Arabia	Al Faisaly	190000.0	3000.0
Chen Anqi	25.0	China PR	Chongqing Dangdai Lifan FC SWM Team	100000.0	
D. Turnbull	18.0	Scotland	Motherwell	210000.0	1000.0
A. Edqvist		Sweden	Kalmar FF	220000.0	1000.0
S. Al Selouli	20.0	Saudi Arabia	Ettifaq FC	230000.0	3000.0
E. Ngwatala	25.0	France	Dundee FC	130000.0	1000.0
A. Samuel	22.0	Wales	Wycombe Wanderers	150000.0	1000.0
H. Gilmour	19.0	England	Tranmere Rovers	180000.0	1000.0
M. Ruiz Díaz	21.0	Argentina	Estudiantes de La Plata	180000.0	2000.0
M. Młyński	17.0	Poland	Arka Gdynia	210000.0	1000.0
Morro	17.0	Spain	Rayo Vallecano	170000.0	1000.0
D. O'Connor	21.0	Republic of Ireland	Cork City	140000.0	1000.0
M. Johnstone	19.0	England	Sunderland	160000.0	1000.0
N. Cadden	21.0	Scotland	Livingston FC	150000.0	1000.0
Y. Toure	17.0	Switzerland	Newcastle United	230000.0	3000.0
N. Bishop	18.0	England		140000.0	1000.0
L. Martínez	19.0	Mexico	Club Tijuana	18000000.0	1000.0
L. John	24.0	England	Cambridge United	130000.0	2000.0
Sun Jungang	22.0	China PR	Shanghai SIPG FC	140000.0	2000.0
M. Al Mutlaq	20.0	Saudi Arabia	Al Raed	160000.0	3000.0
A. Suljic	20.0	Sweden	BK Häcken	160000.0	1000.0
I. Tapia	19.0	Chile		200000.0	1000.0
J. Eastwood	21.0	England	Sheffield United	120000.0	1000.0
J. Brimmer		Australia	Perth Glory	170000.0	1000.0
S. Grønning	21.0	Denmark	Hobro IK	160000.0	1000.0
D. Williams	24.0		FC Hansa Rostock	2300000.0	1000.0
A. Díaz	18.0	Mexico	Club Tijuana	775000.0	2000.0
B. Chibani	19.0	Belgium	Royal Excel Mouscron	150000.0	1000.0
L. Ranieri		Italy	Foggia	200000.0	3000.0
A. Laurienté	19.0	France	US Orléans Loiret Football	180000.0	2000.0
J. Meneses	34.0	Colombia	América de Cali	2200000.0	1000.0
T. Ogiwara	18.0	Japan	Urawa Red Diamonds	150000.0	
K. Ellison	39.0	England	Morecambe	30000.0	1000.0
E. Bohinen	19.0	Norway	Stabæk Fotball	220000.0	1000.0
A. Fletcher	19.0	England	Plymouth Argyle	1100000.0	1000.0
M. Najjar	23.0	Saudi Arabia	Al Qadisiyah	150000.0	3000.0
E. Zehir	20.0	Germany	FC St. Pauli	160000.0	2000.0
Zeng Shuai	24.0	China PR	Chongqing Dangdai Lifan FC SWM Team	140000.0	1000.0
R. Laryea	23.0	Canada	Orlando City SC	140000.0	1000.0
M. Sipľak	22.0	Slovakia	Cracovia	130000.0	1000.0
M. Miller	22.0	England	Hamilton Academical FC	150000.0	1000.0
O. Johansson	23.0		Trelleborgs FF	150000.0	1000.0
Z. Westbrooke	21.0	England	Coventry City	170000.0	1000.0
K. Pagliuca	21.0	Switzerland	Hallescher FC	170000.0	2000.0
B. Hall	21.0	Northern Ireland	Notts County	160000.0	4000.0
M. Köbbing	21.0	Germany	1. FC Heidenheim 1846		1000.0
E. Chapman	17.0	England	Lincoln City	200000.0	1000.0
L. Orellano	18.0	Argentina	Vélez Sarsfield	210000.0	1000.0
	18.0	England	Burnley	220000.0	4000.0
L. Rogerson	20.0	New Zealand	FC Carl Zeiss Jena	170000.0	1000.0
L. Thomas	20.0	Wales	Forest Green Rovers	850000.0	1000.0
P. Sander	20.0	Germany	Holstein Kiel	150000.0	1000.0
J. Jensen	32.0	Denmark	Esbjerg fB	60000.0	1000.0
Jiang Wenjun		China PR	Hebei China Fortune FC	80000.0	2000.0
	20.0	Ukraine	Dynamo Kyiv	140000.0	1000.0
N. Giraldo	25.0	Colombia	Envigado FC	130000.0	1000.0
J. Mashart	18.0		NAC Breda	150000.0	1000.0
D. Casey	20.0	Republic of Ireland	Cork City	160000.0	1000.0
C. Norman	22.0	England	Oxford United	120000.0	1000.0
N. Lemaître	21.0	France	Stade de Reims	140000.0	1000.0
F. Ross	20.0	Scotland	Aberdeen	230000.0	1000.0
O. Kakay	20.0	Sierra Leone	Queens Park Rangers	180000.0	1000.0
D. Leahy	20.0	Republic of Ireland	Bohemian FC	160000.0	1000.0
R. Sottil	19.0	Italy	Fiorentina	220000.0	4000.0
Li Haitao	22.0	China PR	Jiangsu Suning FC	110000.0	2000.0
R. Allassani	22.0	England	Coventry City	170000.0	1000.0
D. Conroy	22.0	England	Swindon Town	120000.0	2000.0
F. Zorba	20.0	Turkey	VfL Osnabrück	140000.0	1000.0
T. Blackmon	21.0	United States	Los Angeles FC	140000.0	1000.0
T. Arndal	20.0	Denmark	AC Horsens	180000.0	1000.0
M. Al Sufyani	19.0	Saudi Arabia	Al Wehda	220000.0	2000.0
B. Liddle	19.0	England	Middlesbrough	190000.0	3000.0
C. Oliver	20.0	England	Brentford	160000.0	4000.0
N. Kariri	20.0	Saudi Arabia	Al Fayha	180000.0	3000.0
Xiang Hantian	22.0	China PR	Beijing Renhe FC	140000.0	
Lee Gyu Seong	24.0	Korea Republic	Sangju Sangmu FC	140000.0	1000.0
R. de Vos	22.0	Netherlands	FC Emmen	160000.0	1000.0
M. Wasielewski	24.0	Poland	Lech Poznań	100000.0	1000.0
N. Simon	18.0	France	Racing Club de Lens	210000.0	1000.0
N. Kirk	20.0	Denmark		200000.0	2000.0
S. Al Najrani	21.0	Saudi Arabia	Al Fateh	150000.0	3000.0
A. Attiah	21.0	Saudi Arabia		160000.0	2000.0
K. Ademi	22.0	Switzerland	Neuchâtel Xamax	180000.0	1000.0
C. Gallego	29.0	Colombia	Itagüí Leones FC	80000.0	1000.0
Zhou Dadi	22.0	China PR		160000.0	2000.0
D. Adshead	16.0	England	Rochdale	200000.0	1000.0
J. Adelson	22.0	Australia		140000.0	1000.0
C. Brown	26.0	United States	Seattle Sounders FC		1000.0
S. Bouzar	18.0	France	AS Nancy Lorraine	160000.0	1000.0
J. Curran	21.0	Australia	Dundee FC		1000.0
M. Lansing	24.0	United States	Aalborg BK	110000.0	1000.0
D. Cayupil	20.0	Chile	Club Deportes Temuco	200000.0	1000.0
O. Mireles	19.0	Mexico	Club León	170000.0	2000.0
O. Valakari	18.0	Finland	Tromsø IL	210000.0	1000.0
B. Stillhart	24.0	Switzerland	FC Thun	140000.0	2000.0
R. Holden	20.0	Northern Ireland	Bristol City	200000.0	4000.0
D. Salanovic	22.0	Liechtenstein	FC Thun	160000.0	2000.0
Pol Lozano	18.0	Spain	RCD Espanyol	210000.0	2000.0
S. Todd	20.0	Republic of Ireland	Derry City	210000.0	1000.0
A. Ordagić	25.0	Bosnia Herzegovina	SK Brann	140000.0	1000.0
C. Evans	22.0	England	Macclesfield Town	875000.0	1000.0
O. Buur Rasmussen	20.0	Denmark	Wolverhampton Wanderers	200000.0	5000.0
J. Krasniqi	23.0	Kosovo	FC Lugano	130000.0	1000.0
C. Libertiaux	20.0	Belgium	Royal Excel Mouscron	140000.0	1000.0
L. Migliorelli	20.0	Italy	Venezia FC	160000.0	1000.0
M. Millar	21.0		Central Coast Mariners	140000.0	1000.0
	36.0	Japan	Vissel Kobe	10000.0	1000.0
Su Yuanjie	23.0	China PR	Tianjin Quanjian FC	150000.0	3000.0
M. Mejlstrup Pedersen	22.0	Denmark	Hobro IK	160000.0	1000.0
K. Gordon	20.0	England		230000.0	4000.0
A. Bayındır	20.0	Turkey	MKE Ankaragücü	120000.0	1000.0
N. Helmbrecht	23.0	Germany	TSV 1860 München	140000.0	
J. Theissen	20.0	Germany	Fortuna Düsseldorf	140000.0	2000.0
O. Tejeda	29.0	Mexico	Lobos BUAP	100000.0	1000.0
D. Mottley-Henry	20.0	England	Tranmere Rovers	160000.0	1000.0
J. Hernandez	22.0	Mexico	Real Salt Lake	110000.0	1000.0
S. Villarreal	18.0	Mexico	Monterrey	190000.0	2000.0
S. Al Nabit	22.0	Saudi Arabia	Ohod Club	170000.0	3000.0
B. Folami	19.0	Australia	Ipswich Town	220000.0	1000.0
K. Castañeda	18.0	Mexico		210000.0	2000.0
A. Ghareeb	21.0	Saudi Arabia	Al Ahli	180000.0	4000.0
I. Jasarevic	22.0	Bosnia Herzegovina	Dalkurd FF	120000.0	1000.0
C. Vernam	21.0	England	Grimsby Town	160000.0	2000.0
Lee Rae Joon	21.0	Korea Republic	Pohang Steelers	160000.0	1000.0
B. Taz	19.0	Germany	1. FC Union Berlin	220000.0	2000.0
T. Mizutani	22.0	Japan	Shimizu S-Pulse	140000.0	1000.0
B. Dione	21.0	Belgium	Royal Excel Mouscron	160000.0	1000.0
K. Al Shuwayie	22.0	Saudi Arabia	Al Nassr	160000.0	4000.0
A. Ramírez		Chile	CD Universidad de Concepción		1000.0
K. Kovačević	23.0	Croatia	TSV Hartberg	140000.0	1000.0
E. Sivertsen	27.0		Kristiansund BK	100000.0	1000.0
L. Ritson	19.0	England	Hull City	160000.0	2000.0
G. Berggren	20.0	Sweden	BK Häcken	150000.0	1000.0
J. Oksanen	17.0	Finland	Brentford	180000.0	2000.0
D. Parker	18.0	England	Walsall	675000.0	1000.0
C. Mafoumbi	24.0	Congo	Blackpool	100000.0	1000.0
A. Bolger	18.0		Shamrock Rovers	210000.0	1000.0
A. Al Basisi	40.0	Saudi Arabia	Ohod Club	10000.0	1000.0
B. Fox	20.0	England	Burton Albion	230000.0	1000.0
E. Kastrati	21.0	Albania	Pescara	150000.0	1000.0
	19.0	Saudi Arabia	Al Fayha	200000.0	1000.0
Kim Woo Suk	21.0	Korea Republic	Daegu FC	160000.0	1000.0
M. Radecki	25.0	Poland	Śląsk Wrocław	120000.0	1000.0
O. Jackson	19.0	England	Milton Keynes Dons	200000.0	1000.0
C. Thompson	18.0	England	Fulham	325000.0	4000.0
J. Shackleton	18.0	England	Leeds United	210000.0	3000.0
T. Sibbick	19.0	England	AFC Wimbledon		1000.0
K. Oldenburger		Netherlands	FC Emmen	150000.0	1000.0
M. Lema	18.0	Austria	SK Sturm Graz	210000.0	1000.0
A. Al Riou	24.0	Saudi Arabia	Al Hazem	110000.0	4000.0
N. Cordero	19.0	Argentina	Club Atlético Huracán	220000.0	
	20.0	Mexico	Puebla FC		1000.0
H. Abu Sharara	21.0	Saudi Arabia	Al Qadisiyah	160000.0	2000.0
B. Hussein	18.0	Sweden	AIK	230000.0	1000.0
H. Pernía	27.0	Venezuela	Atlético Bucaramanga	100000.0	1000.0
V. Ekani	21.0	Cameroon	SønderjyskE		1000.0
L. Gordon	22.0	Scotland	St. Johnstone FC	140000.0	1000.0
V. Karakuş		Turkey	Kayserispor	130000.0	1000.0
M. Al Zubaidi	20.0	Saudi Arabia	Al Ahli	160000.0	3000.0
A. Al Bishi	22.0	Saudi Arabia	Al Qadisiyah	600000.0	2000.0
R. Lloyd	24.0	England	Macclesfield Town	140000.0	1000.0
G. Siadas	18.0		Fortuna Düsseldorf	190000.0	2000.0
M. Asiri	25.0	Saudi Arabia	Al Qadisiyah	800000.0	2000.0
S. Coly		Senegal	Ascoli	230000.0	6000.0
C. Coventry	18.0	Republic of Ireland	West Ham United	210000.0	4000.0
J. Ponceau	17.0	France	FC Lorient	210000.0	
R. Noda	29.0	Japan	Shonan Bellmare	100000.0	1000.0
Qiu Shengjiong	32.0	China PR	Shanghai Greenland Shenhua FC	60000.0	2000.0
M. Al Haidari	22.0	Saudi Arabia	Al Hilal	110000.0	3000.0
K. Stamatopoulos	38.0	Canada		10000.0	1000.0
Y. Lenze	17.0	Germany	FC Schalke 04	190000.0	1000.0
F. Chenkam	19.0	Cameroon	Seattle Sounders FC	220000.0	1000.0
R. Edmondson	17.0	England	Leeds United	230000.0	3000.0
M. Klass	19.0	England	Southend United	180000.0	1000.0
J. Vom Steeg	21.0	United States	LA Galaxy	130000.0	1000.0
E. Palacios	21.0	Colombia	Alianza Petrolera	7000000.0	1000.0
Kim Joon Beom	20.0	Korea Republic	Gyeongnam FC	170000.0	1000.0
A. Campbell	23.0	England	Carlisle United	1000000.0	1000.0
H. Pritchard	25.0	England	Blackpool	130000.0	1000.0
K. Engbers	18.0	Netherlands	FC Emmen	140000.0	1000.0
K. Wootton	21.0	England	Scunthorpe United	150000.0	1000.0
U. Türker	20.0	Turkey	Alanyaspor	230000.0	2000.0
L. Malicsek	19.0	Austria	FC Admira Wacker Mödling	200000.0	1000.0
K. da Graca	20.0	Sweden	IFK Göteborg	180000.0	1000.0
B. Maguire	20.0	Scotland	Motherwell	300000.0	1000.0
J. Padilla	19.0	Mexico	Pachuca	220000.0	2000.0
I. Shinozuka	23.0		Yokohama F. Marinos	140000.0	1000.0
S. Palma	18.0	Colombia	Once Caldas	190000.0	1000.0
C. Crane	22.0	Scotland	Livingston FC	140000.0	1000.0
A. Rizzo	19.0	Italy	Palermo	500000.0	1000.0
D. Lyness	26.0	England	St. Mirren	90000.0	1000.0
J. Holldack	22.0	Germany	KFC Uerdingen 05	160000.0	1000.0
A. Goelzer	19.0	France	Valenciennes FC	200000.0	1000.0
A. Mironov	18.0	Russia	Lokomotiv Moscow	210000.0	1000.0
G. Gbellé	25.0	France	Paris FC	130000.0	1000.0
T. Abrahams	19.0	England		180000.0	2000.0
S. Ben Amar	20.0	Morocco	Nîmes Olympique	190000.0	2000.0
M. Gillam	19.0	England	Rochdale	180000.0	1000.0
	18.0	Turkey	FC Ingolstadt 04	220000.0	2000.0
J. Zea	19.0		Deportivo Cali	220000.0	1000.0
D. Spence	17.0	England	Middlesbrough	180000.0	3000.0
I. Turner	29.0	Republic of Ireland	St. Patrick's Athletic	100000.0	1000.0
Cong Zhen	21.0		Shanghai Greenland Shenhua FC	150000.0	2000.0
M. Norman	21.0	England	Rochdale	150000.0	3000.0
E. Mahmutovic	21.0	Luxembourg	Yeovil Town	150000.0	4000.0
Vasco Paciência	18.0	Portugal	Boavista FC	220000.0	1000.0
F. Akammadu	19.0	Italy	Tranmere Rovers	220000.0	1000.0
S. Shotton	17.0	England	Bury	140000.0	1000.0
A. Hindi	21.0	Saudi Arabia		180000.0	3000.0
C. Nicell	18.0	Republic of Ireland	Leeds United	210000.0	3000.0
J. Truque	19.0	Colombia	Once Caldas	180000.0	
H. Douglas	25.0	Republic of Ireland	Bray Wanderers	110000.0	1000.0
S. Dieng	23.0	Switzerland	Stevenage	100000.0	1000.0
A. Adetula	20.0	Germany	Eintracht Braunschweig	170000.0	1000.0
B. Alférez	20.0	Argentina	Godoy Cruz	150000.0	1000.0
D. Mitov	21.0	Bulgaria	Cambridge United	90000.0	1000.0
M. Galé	22.0	Colombia	La Equidad	110000.0	1000.0
R. Harvey	18.0	England	Millwall	190000.0	1000.0
J. McMillan	20.0	Scotland	Livingston FC	140000.0	1000.0
H. Clifton	20.0	England	Grimsby Town	160000.0	1000.0
T. Heward-Belle	21.0	Australia		140000.0	1000.0
S. Long	23.0	England	Oxford United	3600000.0	1000.0
J. Simonsen	22.0		SønderjyskE	110000.0	2000.0
P. Sánchez	20.0	Chile	CD Everton de Viña del Mar	130000.0	1000.0
A. Høvenhoff	28.0	Denmark	Vendsyssel FF	90000.0	2000.0
	18.0	Netherlands	Fortuna Sittard	120000.0	1000.0
J. Pourtau	18.0	Argentina	Estudiantes de La Plata	150000.0	1000.0
D. Mushitu	18.0	Sweden	AIK	190000.0	1000.0
M. Berisha	20.0	Kosovo	1. FC Magdeburg	200000.0	4000.0
M. Harris	19.0	Wales	Newport County	200000.0	3000.0
Gao Tianyi	20.0	China PR	Jiangsu Suning FC	130000.0	2000.0
J. Al Dossary	24.0	Saudi Arabia	Al Faisaly	100000.0	3000.0
L. Seydoux	20.0	Switzerland	BSC Young Boys	140000.0	2000.0
D. Mena	21.0	Colombia	Boyacá Chicó FC	140000.0	1000.0
A. Medina	20.0	Mexico	Deportivo Toluca	400000.0	
	20.0	England	Crystal Palace	160000.0	4000.0
M. Parada	20.0	Chile	CD Antofagasta	160000.0	1000.0
Jo Yong Jae	20.0	Korea Republic	Daegu FC	160000.0	1000.0
M. Wolff	21.0	Argentina	Club Atlético Tigre	110000.0	1000.0
B. Lucumí	24.0	Colombia	Deportivo Pasto	120000.0	1000.0
O. Kensdale	18.0	England	Colchester United	170000.0	1000.0
K. Szymański	25.0	Poland	Lech Poznań	60000.0	1000.0
L. Hardcastle	19.0	England		130000.0	3000.0
O. Malcı	22.0	Turkey	Çaykur Rizespor	120000.0	2000.0
H. Al Yami	19.0	Saudi Arabia	Al Qadisiyah	200000.0	2000.0
M. Orłowski		Poland	Lech Poznań	90000.0	1000.0
J. Ferry	21.0	England	Stevenage	130000.0	1000.0
S. Janssen	17.0	Netherlands	VVV-Venlo	180000.0	1000.0
M. Catenacci	17.0	Sweden	Djurgårdens IF		1000.0
B. Kennedy	31.0	Australia	Central Coast Mariners	375000.0	1000.0
M. Guel	19.0	Ivory Coast	FC Lorient	190000.0	
T. Rönning	19.0	Sweden	IF Elfsborg	110000.0	1000.0
A. Jerez	19.0	Chile	Curicó Unido	110000.0	1000.0
M. Pedersen	18.0	Norway	Tromsø IL	1800000.0	1000.0
K. Politz	22.0	United States	New York Red Bulls	120000.0	1000.0
A. Grinwis	26.0	United States	Orlando City SC	80000.0	1000.0
	21.0	Japan	Vegalta Sendai	100000.0	1000.0
M. Layer	19.0	Germany	VfR Aalen	160000.0	1000.0
M. Grundmann	20.0	Germany	FC Energie Cottbus		1000.0
W. Biedrzycki	20.0	Poland	Górnik Zabrze		1000.0
D. Szczepan	23.0	Poland	Śląsk Wrocław		1000.0
D. Baur	19.0	Scotland	Heart of Midlothian	180000.0	1000.0
C. Lang	19.0	England	Oldham Athletic	190000.0	3000.0
C. Ariza	22.0	Colombia	Jaguares de Córdoba	110000.0	1000.0
S. Amin	20.0	Syria	Örebro SK		
D. Hutchinson	21.0	Republic of Ireland	Waterford FC	120000.0	1000.0
Y. Ben El-Mhanni	22.0	England	Scunthorpe United	140000.0	2000.0
H. Isted	21.0	England	Luton Town	120000.0	1000.0
O. Yilmaz	20.0	Austria	FC Wacker Innsbruck	140000.0	2000.0
R. Caicedo	24.0	Colombia	Boyacá Chicó FC	90000.0	1000.0
G. Kımışır	20.0	Turkey	Antalyaspor	120000.0	2000.0
	24.0	England	Milton Keynes Dons	280000.0	2000.0
V. Viot	24.0	France	AS Béziers	90000.0	1000.0
Z. Al Haniti	22.0	Saudi Arabia	Ohod Club	140000.0	2000.0
N. Abdali	20.0	Saudi Arabia	Al Fayha	160000.0	2000.0
S. McWilliams	19.0	England		190000.0	1000.0
T. Roberts	17.0	United States		1900000.0	1000.0
J. McDonagh	22.0	Northern Ireland	Derry City	150000.0	1000.0
D. Malhue	23.0		Club Deportes Temuco	120000.0	1000.0
A. Koldere	18.0	Turkey	Medipol Başakşehir FK	170000.0	1000.0
D. Stynes	19.0	Australia	Perth Glory	150000.0	1000.0
M. Kos		Austria	FK Austria Wien	110000.0	
		England	Crystal Palace	190000.0	4000.0
Jeong Chee In	20.0	Korea Republic	Daegu FC	200000.0	1000.0
K. Watts	18.0	England	Newcastle United	170000.0	2000.0
J. Lennon	20.0	Republic of Ireland	St. Patrick's Athletic	200000.0	1000.0
H. Duman	19.0	Norway	Strømsgodset IF	150000.0	1000.0
N. Anhölcher	18.0	Germany	VfR Aalen	160000.0	1000.0
J. Stenmark	19.0	Sweden		180000.0	1000.0
S. Belkahia	19.0	Germany	TSV 1860 München	120000.0	1000.0
C. Tovar	20.0	Colombia	Deportes Tolima	180000.0	1000.0
C. Goslin	18.0	United States	Atlanta United	200000.0	1000.0
B. Stephens	20.0	England	Macclesfield Town	150000.0	1000.0
Y. Requena	23.0	Venezuela	Boyacá Chicó FC	120000.0	1000.0
K. Cantwell	23.0	Republic of Ireland	Limerick FC	110000.0	1000.0
S. Lavelle	21.0	Scotland	Morecambe	120000.0	1000.0
M. Rodrigues	21.0	Switzerland	FC Thun	120000.0	1000.0
Javito	17.0	Spain	SD Huesca	160000.0	
W. Jakkit	21.0		FC Tokyo	160000.0	1000.0
H. St Clair	19.0	Scotland	Venezia FC	190000.0	1000.0
S. Grønli	17.0	Norway	Tromsø IL		1000.0
P. Jensen	20.0	Denmark	FC Nordsjælland	90000.0	1000.0
A. Hinds	18.0	England	Rotherham United	130000.0	2000.0
F. Al Rashidi	21.0	Saudi Arabia	Al Hilal	140000.0	4000.0
A. Ávila	20.0	Mexico		200000.0	2000.0
M. Lis	21.0	Poland	Wisła Kraków	90000.0	1000.0
	28.0	Japan	Kashima Antlers	60000.0	1000.0
A. Nsakala	18.0	France	FC Sochaux-Montbéliard	180000.0	1000.0
B. Hernández	23.0	Mexico	Querétaro	110000.0	1000.0
C. Carroll	19.0	Republic of Ireland	Brentford	180000.0	2000.0
D. Takahashi	19.0	Japan		200000.0	1000.0
L. Brand	18.0	Netherlands	Willem II	120000.0	1000.0
Liu Yang	23.0	China PR	Shandong Luneng TaiShan FC	250000.0	2000.0
Y. Zummack		Germany	VfL Sportfreunde Lotte	90000.0	1000.0
R. Feely	21.0	Republic of Ireland	Waterford FC		1000.0
J. Hove	17.0	Norway	Strømsgodset IF	180000.0	1000.0
T. Deters	22.0	Germany	SV Meppen	130000.0	1000.0
H. Bellman	19.0		Östersunds FK	190000.0	1000.0
Marc Vito	21.0	Spain	Girona FC	110000.0	2000.0
C. MacPherson	19.0	Scotland	St. Mirren	190000.0	1000.0
